Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Rating,Adjusted_Average_Complexity,Play_Time_Category,Engagement_Metrics
2013,PremiumGame,12 to under 18,1,4,6.86466,2.422635396858934,Long_Games,112.0
2013,BaseGame,12 to under 18,2,4,7.60213,2.3278167476582854,Median_Games,381.0
1998,BaseGame,5 to under 12,2,6,6.30469,1.5334882738221003,Median_Games,30.0
2003,BaseGame,12 to under 18,2,2,6.78788,2.9561236706810337,Long_Games,24.0
2011,BaseGame,5 to under 12,2,6,5.0,1.0,Short_Games,2.1666666666666665
2010,BaseGame,5 to under 12,2,10,7.0708,1.1778294246073666,Mini_Games,18.0
1988,BaseGame,5 to under 12,2,4,4.64,1.0,Median_Games,19.166666666666668
2013,BaseGame,12 to under 18,1,5,7.67994,2.112572012113529,Long_Games,487.6666666666667
2014,BaseGame,5 to under 12,2,4,6.08678,1.711317698429467,Average_Games,63.5
1998,BaseGame,12 to under 18,2,6,5.15,2.0669765476442,Average_Games,12.833333333333334
2010,PremiumGame,under 5,2,4,6.97355,1.7740559194309458,Median_Games,349.1666666666667
2008,BaseGame,under 5,2,8,5.8,1.0,Median_Games,14.166666666666666
2010,PremiumGame,12 to under 18,1,2,7.25,1.0,Average_Games,9.5
2007,BaseGame,5 to under 12,2,4,6.73273,1.2910444397492782,Median_Games,757.0
1999,BaseGame,5 to under 12,3,6,4.54348,1.4742355095429256,Median_Games,20.0
2005,PremiumGame,5 to under 12,1,8,8.66667,3.845270793717867,Very_Long_Games,12.333333333333334
2002,BaseGame,5 to under 12,2,6,4.44444,1.0,Median_Games,6.0
2003,BaseGame,5 to under 12,2,2,6.4,1.0,Median_Games,3.3333333333333335
2014,BaseGame,12 to under 18,2,4,7.04,1.948399887316008,Median_Games,18.0
2010,BaseGame,5 to under 12,2,2,5.5,1.711317698429467,Median_Games,2.3333333333333335
1986,BaseGame,under 5,2,4,5.54677,1.5334882738221003,Average_Games,50.166666666666664
2000,BaseGame,12 to under 18,3,6,6.8322,2.138108317487147,Long_Games,98.16666666666667
2009,PremiumGame,12 to under 18,2,2,7.37581,1.9958447778012536,Median_Games,282.5
2009,BaseGame,5 to under 12,2,4,5.94778,2.016188463976336,Long_Games,39.166666666666664
2008,BaseGame,under 5,2,2,7.25,2.422635396858934,Median_Games,2.5
2010,BaseGame,12 to under 18,2,3,8.2,2.422635396858934,Long_Games,28.333333333333332
2015,BaseGame,12 to under 18,2,4,7.2,1.711317698429467,Short_Games,13.166666666666666
2005,BaseGame,12 to under 18,2,5,4.625,1.711317698429467,Median_Games,5.166666666666667
2014,PremiumGame,12 to under 18,2,5,6.43034,1.0711317698429468,Short_Games,135.83333333333334
1992,BaseGame,under 5,3,8,3.0,1.0,Median_Games,1.3333333333333333
1981,BaseGame,under 5,1,8,5.36833,1.8891471230368333,Long_Games,34.333333333333336
2005,BaseGame,12 to under 18,2,8,6.0,3.1339530952884007,Very_Long_Games,0.8333333333333334
2008,BaseGame,5 to under 12,2,6,4.8,1.0,Long_Games,3.8333333333333335
2001,BaseGame,under 5,2,4,3.8,1.0,Short_Games,1.8333333333333333
1982,BaseGame,12 to under 18,2,4,7.0,2.422635396858934,Very_Long_Games,4.166666666666667
2013,BaseGame,5 to under 12,2,5,6.65556,1.5532629058384393,Short_Games,54.333333333333336
2014,PremiumGame,12 to under 18,2,4,7.48889,2.422635396858934,Long_Games,27.833333333333332
1991,PremiumGame,5 to under 12,2,2,6.92712,2.6597175857454745,Mini_Games,39.666666666666664
2010,BaseGame,5 to under 12,2,4,6.6856,2.031390943024157,Median_Games,981.6666666666666
2012,BaseGame,under 5,1,8,6.35634,1.3880238044932742,Median_Games,115.66666666666667
2011,BaseGame,5 to under 12,1,4,7.0963,2.2448059722515668,Average_Games,23.5
2005,BaseGame,5 to under 12,2,5,6.62051,1.7903450947249806,Median_Games,76.0
1988,BaseGame,12 to under 18,2,2,5.79912,2.011636030706388,Average_Games,280.1666666666667
2010,PremiumGame,5 to under 12,2,4,6.39231,1.0,Average_Games,19.0
2006,BaseGame,12 to under 18,2,2,7.76557,2.9205577857595606,Average_Games,47.833333333333336
2009,BaseGame,5 to under 12,1,2,7.12669,1.4674068596380028,Short_Games,126.0
1996,BaseGame,5 to under 12,1,6,4.5102,1.237082188886541,Median_Games,41.166666666666664
2009,BaseGame,12 to under 18,3,5,7.47547,2.5780604267906195,Long_Games,3009.8333333333335
1999,BaseGame,5 to under 12,1,4,5.25543,2.2645806042679064,Long_Games,73.66666666666667
1990,BaseGame,12 to under 18,2,2,6.05,2.0669765476442,Short_Games,52.5
2013,BaseGame,under 5,1,4,7.78509,2.7690372561447987,Very_Long_Games,607.3333333333334
2010,BaseGame,5 to under 12,2,6,6.51271,1.6079512641735332,Average_Games,495.3333333333333
2009,PremiumGame,5 to under 12,2,4,7.12681,1.946156067328685,Median_Games,2084.0
1996,BaseGame,5 to under 12,1,4,5.78602,1.711317698429467,Median_Games,66.33333333333333
2011,BaseGame,12 to under 18,2,4,7.0864,2.5088513275582787,Long_Games,690.0
2012,BaseGame,12 to under 18,2,2,7.81015,2.6166117332206493,Average_Games,134.83333333333334
1988,BaseGame,5 to under 12,2,4,2.525,1.0,Median_Games,3.0
1993,BaseGame,under 5,2,2,6.73448,1.237082188886541,Short_Games,18.666666666666668
2009,PremiumGame,12 to under 18,2,5,7.50833,2.3040587365307417,Long_Games,75.83333333333333
2011,BaseGame,5 to under 12,3,6,5.72308,1.0,Median_Games,11.5
2010,BaseGame,5 to under 12,2,5,6.93759,1.949928163955208,Median_Games,586.8333333333334
2010,BaseGame,5 to under 12,2,6,6.50069,1.8755405310233115,Median_Games,462.6666666666667
2006,BaseGame,5 to under 12,3,6,4.31818,1.0,Median_Games,8.5
1994,PremiumGame,12 to under 18,2,2,6.25,1.711317698429467,Very_Long_Games,6.666666666666667
1986,BaseGame,12 to under 18,2,8,5.89091,1.711317698429467,Long_Games,6.666666666666667
2007,BaseGame,5 to under 12,2,4,5.95355,1.7397704063666457,Average_Games,92.33333333333333
2008,BaseGame,12 to under 18,2,6,5.36586,1.1673730544404537,Median_Games,213.66666666666666
2003,BaseGame,5 to under 12,2,4,5.15833,1.237082188886541,Median_Games,39.166666666666664
2008,BaseGame,under 5,1,3,3.5,1.0,Very_Short_Games,1.8333333333333333
2009,BaseGame,12 to under 18,2,2,7.66667,2.422635396858934,Very_Long_Games,1.8333333333333333
1988,BaseGame,5 to under 12,1,2,5.28333,1.0,Median_Games,3.6666666666666665
2008,BaseGame,under 5,2,5,4.0,1.3556588492147337,Median_Games,2.8333333333333335
2012,BaseGame,12 to under 18,2,2,7.62716,2.455000352137474,Long_Games,147.83333333333334
2014,BaseGame,under 5,3,8,9.0,2.422635396858934,Median_Games,0.5
1994,BaseGame,5 to under 12,2,6,6.29556,1.118576660328192,Average_Games,32.333333333333336
2010,BaseGame,5 to under 12,1,1,4.92222,1.0,Short_Games,7.666666666666667
2006,BaseGame,5 to under 12,2,6,2.95371,1.3556588492147337,Average_Games,8.333333333333334
2004,BaseGame,5 to under 12,2,3,5.03036,1.711317698429467,Short_Games,21.166666666666668
2015,BaseGame,12 to under 18,2,6,6.59944,1.3556588492147337,Average_Games,85.5
1988,BaseGame,5 to under 12,2,4,7.0,1.0,Median_Games,0.3333333333333333
1994,BaseGame,5 to under 12,2,6,4.08333,1.711317698429467,Average_Games,11.333333333333334
2009,BaseGame,12 to under 18,1,2,7.13778,1.4267906190576802,Long_Games,41.833333333333336
2015,BaseGame,12 to under 18,1,4,8.0,2.1855532079723927,Average_Games,77.16666666666667
2010,BaseGame,12 to under 18,2,10,7.97531,2.2037629410521866,Long_Games,58.333333333333336
2006,PremiumGame,12 to under 18,2,8,6.44751,1.7966758222410029,Long_Games,280.3333333333333
1990,BaseGame,12 to under 18,2,6,5.1,1.0,Long_Games,8.166666666666666
2010,BaseGame,5 to under 12,1,5,5.0,1.0,Short_Games,7.166666666666667
2007,BaseGame,5 to under 12,2,5,3.25,1.0,Average_Games,6.166666666666667
1999,BaseGame,under 5,2,4,5.25,1.0,Median_Games,6.0
2013,BaseGame,5 to under 12,4,10,6.5,1.711317698429467,Short_Games,5.333333333333333
1990,BaseGame,5 to under 12,2,6,6.85714,1.711317698429467,Median_Games,10.333333333333334
2012,BaseGame,12 to under 18,2,4,5.125,1.711317698429467,Median_Games,2.0
1998,PremiumGame,under 5,2,2,7.72222,3.845270793717867,Long_Games,18.166666666666668
1987,BaseGame,under 5,2,2,5.56,1.711317698429467,Long_Games,2.5
2010,BaseGame,5 to under 12,2,4,7.0,1.711317698429467,Short_Games,2.3333333333333335
2012,BaseGame,5 to under 12,2,4,6.88734,1.412772730473977,Median_Games,658.1666666666666
1985,BaseGame,12 to under 18,2,20,6.91541,2.8095696880061976,Long_Games,1212.6666666666667
2010,BaseGame,12 to under 18,2,2,7.14893,2.9859490104936968,Very_Long_Games,897.8333333333334
2013,BaseGame,5 to under 12,2,4,7.38059,2.277319529544334,Long_Games,593.0
2014,PremiumGame,12 to under 18,2,5,7.43056,1.3556588492147337,Long_Games,47.833333333333336
2002,BaseGame,12 to under 18,2,2,7.52857,2.896870906401859,Long_Games,47.666666666666664
2010,BaseGame,5 to under 12,2,4,5.55602,1.5820001408549895,Median_Games,107.16666666666667
2015,BaseGame,5 to under 12,2,4,7.17857,1.711317698429467,Median_Games,4.833333333333333
2011,PremiumGame,12 to under 18,2,6,6.72055,1.711317698429467,Long_Games,85.5
2006,BaseGame,5 to under 12,2,5,5.43333,1.711317698429467,Median_Games,12.0
2014,BaseGame,12 to under 18,2,4,7.26983,2.493767166701881,Average_Games,181.16666666666666
2013,PremiumGame,12 to under 18,2,5,7.6035,2.351095147545601,Median_Games,826.1666666666666
2010,BaseGame,5 to under 12,2,4,6.66667,1.4742355095429256,Median_Games,3.0
2012,PremiumGame,12 to under 18,2,4,7.51295,1.7653440383125574,Median_Games,1243.8333333333333
2011,BaseGame,12 to under 18,1,1,7.0,1.3556588492147337,Short_Games,7.333333333333333
1985,BaseGame,under 5,1,8,6.39231,1.711317698429467,Average_Games,6.5
2011,BaseGame,under 5,1,4,6.16667,1.0,Short_Games,4.166666666666667
2013,BaseGame,5 to under 12,1,4,6.47942,1.0,Median_Games,26.666666666666668
2007,PremiumGame,5 to under 12,2,6,5.5,1.0,Average_Games,21.833333333333332
2011,BaseGame,5 to under 12,2,4,6.11483,2.28037185717304,Median_Games,76.83333333333333
2013,BaseGame,12 to under 18,2,2,7.59912,2.0669765476442,Long_Games,39.666666666666664
1999,BaseGame,5 to under 12,2,2,5.07692,2.422635396858934,Median_Games,11.5
2003,BaseGame,under 5,2,4,3.67647,1.0,Average_Games,11.666666666666666
1981,BaseGame,12 to under 18,2,2,5.66667,1.0,Very_Short_Games,2.0
2011,PremiumGame,5 to under 12,5,68,7.40508,1.237082188886541,Long_Games,86.33333333333333
2014,BaseGame,5 to under 12,2,4,7.52381,2.28037185717304,Average_Games,35.5
2014,BaseGame,5 to under 12,2,5,7.39219,1.5690541587435731,Median_Games,14.166666666666666
2015,BaseGame,12 to under 18,2,2,6.6037,1.711317698429467,Median_Games,99.33333333333333
2005,BaseGame,12 to under 18,2,4,4.90909,1.3556588492147337,Average_Games,9.5
2014,BaseGame,5 to under 12,3,5,6.643,1.218872455806747,Median_Games,55.833333333333336
2011,BaseGame,12 to under 18,2,4,6.83582,2.7288992182548064,Very_Long_Games,936.5
1995,BaseGame,5 to under 12,2,4,6.07482,1.616499049228819,Median_Games,153.5
2014,PremiumGame,5 to under 12,1,2,7.1,1.0,Median_Games,22.166666666666668
1996,BaseGame,5 to under 12,2,12,5.04688,1.191517712514966,Median_Games,507.0
1996,BaseGame,under 5,2,6,4.95714,1.0,Short_Games,23.0
2003,BaseGame,12 to under 18,2,4,6.17526,2.3385449679554897,Long_Games,1022.8333333333334
2010,BaseGame,5 to under 12,2,6,6.22389,1.4026058173110785,Median_Games,271.8333333333333
1996,BaseGame,12 to under 18,1,2,7.51824,2.5115501091626173,Very_Long_Games,199.66666666666666
2013,BaseGame,12 to under 18,1,1,6.83333,1.284527079371787,Median_Games,8.166666666666666
2003,BaseGame,5 to under 12,2,5,4.89726,1.0,Median_Games,37.5
2017,BaseGame,5 to under 12,2,4,8.125,2.422635396858934,Median_Games,3.3333333333333335
1996,BaseGame,5 to under 12,2,2,5.11731,1.284527079371787,Median_Games,45.833333333333336
2009,BaseGame,5 to under 12,2,6,6.50813,1.2929206282132544,Short_Games,95.5
2010,BaseGame,5 to under 12,2,2,7.5,1.711317698429467,Median_Games,2.5
2004,BaseGame,under 5,2,8,7.12963,1.5334882738221003,Short_Games,13.666666666666666
2007,BaseGame,5 to under 12,2,4,6.14314,1.3048707655468696,Median_Games,140.83333333333334
2011,BaseGame,12 to under 18,2,6,6.29032,3.845270793717867,Average_Games,16.333333333333332
2003,BaseGame,12 to under 18,2,4,2.10792,2.0669765476442,Median_Games,32.166666666666664
2017,BaseGame,5 to under 12,1,4,1.81818,1.0,Short_Games,24.0
2014,BaseGame,5 to under 12,2,4,7.0,1.0,Short_Games,1.6666666666666667
2014,BaseGame,12 to under 18,1,4,6.13235,1.0,Median_Games,19.0
2009,BaseGame,5 to under 12,4,11,5.83333,1.0,Median_Games,1.8333333333333333
1999,BaseGame,5 to under 12,2,2,4.975,1.237082188886541,Median_Games,10.333333333333334
2008,BaseGame,under 5,2,2,5.65587,1.0,Short_Games,6.833333333333333
2011,BaseGame,under 5,2,2,8.5,3.1339530952884007,Average_Games,1.1666666666666667
1981,BaseGame,5 to under 12,2,10,6.86676,1.5419529544334107,Average_Games,98.33333333333333
2011,PremiumGame,12 to under 18,2,4,6.0,1.0,Median_Games,6.666666666666667
2013,BaseGame,5 to under 12,4,20,5.9375,1.0,Median_Games,2.0
1983,PremiumGame,12 to under 18,2,6,4.51201,1.948399887316008,Average_Games,69.16666666666667
2003,BaseGame,12 to under 18,2,6,7.5,1.711317698429467,Median_Games,1.8333333333333333
1986,BaseGame,5 to under 12,2,2,4.46875,1.0,Median_Games,16.833333333333332
2000,BaseGame,5 to under 12,2,4,3.0,1.0,Median_Games,2.3333333333333335
2014,BaseGame,5 to under 12,2,6,6.24375,1.5334882738221003,Median_Games,79.5
2002,BaseGame,12 to under 18,2,5,7.25,1.0,Average_Games,5.5
2007,BaseGame,under 5,2,4,7.6,1.711317698429467,Median_Games,3.1666666666666665
2004,BaseGame,5 to under 12,2,4,7.0,1.0,Median_Games,5.333333333333333
2000,BaseGame,5 to under 12,1,6,6.24295,1.674128459750687,Median_Games,2022.6666666666667
2009,PremiumGame,5 to under 12,3,6,6.61899,1.5820001408549895,Long_Games,167.66666666666666
2010,BaseGame,5 to under 12,1,9,8.5,1.711317698429467,Average_Games,2.6666666666666665
2011,BaseGame,5 to under 12,1,10,5.28333,1.3556588492147337,Median_Games,9.833333333333334
1996,BaseGame,5 to under 12,2,8,5.23947,1.4267906190576802,Median_Games,9.833333333333334
1996,BaseGame,5 to under 12,2,5,4.05263,1.0,Median_Games,15.5
2005,BaseGame,under 5,1,2,6.33333,2.1855532079723927,Long_Games,2.8333333333333335
2007,BaseGame,12 to under 18,3,4,8.03071,3.473119233748855,Very_Long_Games,4003.3333333333335
2011,PremiumGame,12 to under 18,3,5,5.42857,3.1339530952884007,Long_Games,20.333333333333332
2014,BaseGame,5 to under 12,2,4,7.25,1.0,Median_Games,1.1666666666666667
2008,BaseGame,5 to under 12,2,8,5.26562,1.0,Median_Games,25.166666666666668
2013,PremiumGame,12 to under 18,2,6,6.3,1.3556588492147337,Long_Games,20.333333333333332
1987,BaseGame,12 to under 18,2,10,5.70833,1.0,Median_Games,14.166666666666666
2000,PremiumGame,5 to under 12,5,6,7.14916,2.310740192971336,Long_Games,1751.5
2008,BaseGame,under 5,2,2,6.75,2.1855532079723927,Short_Games,7.0
2000,BaseGame,5 to under 12,3,6,5.0,1.0,Average_Games,3.8333333333333335
2003,BaseGame,12 to under 18,2,10,8.0,1.711317698429467,Long_Games,1.3333333333333333
2008,BaseGame,5 to under 12,2,4,5.75,1.711317698429467,Median_Games,11.333333333333334
2009,PremiumGame,12 to under 18,3,5,7.44444,2.1855532079723927,Average_Games,12.333333333333334
1984,BaseGame,12 to under 18,2,6,6.37983,1.3447461088809072,Average_Games,1525.8333333333333
1994,BaseGame,5 to under 12,2,6,4.95712,1.1080442284667935,Median_Games,402.8333333333333
1996,BaseGame,5 to under 12,2,5,6.35921,1.4267906190576802,Median_Games,43.166666666666664
1981,BaseGame,5 to under 12,2,10,5.70128,1.134581308542855,Median_Games,191.83333333333334
2014,PremiumGame,12 to under 18,2,4,7.49286,2.1855532079723927,Average_Games,64.0
2011,BaseGame,12 to under 18,2,99,5.43796,1.0,Short_Games,31.666666666666668
1999,BaseGame,12 to under 18,2,2,7.30172,1.7621057820973307,Median_Games,51.166666666666664
2007,BaseGame,under 5,2,6,5.8753,1.170716247623072,Short_Games,104.16666666666667
2015,BaseGame,5 to under 12,2,4,8.15968,1.508094231988168,Median_Games,32.5
2013,PremiumGame,12 to under 18,2,5,7.03837,2.422635396858934,Average_Games,45.333333333333336
1987,PremiumGame,12 to under 18,1,6,6.94274,2.8463673498133666,Average_Games,129.33333333333334
2012,PremiumGame,5 to under 12,2,3,6.86129,1.4742355095429256,Short_Games,31.166666666666668
2005,PremiumGame,12 to under 18,3,6,6.79274,1.711317698429467,Long_Games,158.66666666666666
2015,BaseGame,12 to under 18,2,4,7.97043,2.0669765476442,Median_Games,73.33333333333333
2002,PremiumGame,12 to under 18,2,6,6.44231,1.5927410381012743,Median_Games,64.66666666666667
1985,BaseGame,12 to under 18,2,4,4.41667,2.422635396858934,Average_Games,5.333333333333333
2009,BaseGame,5 to under 12,2,6,4.0,1.0,Median_Games,0.8333333333333334
2007,BaseGame,5 to under 12,2,4,4.55035,1.0,Median_Games,61.0
2006,PremiumGame,5 to under 12,2,4,7.26923,2.0669765476442,Median_Games,69.16666666666667
2012,BaseGame,5 to under 12,2,5,6.25124,1.094818649200648,Short_Games,104.5
1986,BaseGame,12 to under 18,2,2,6.04184,2.625858863300232,Long_Games,50.333333333333336
2004,PremiumGame,5 to under 12,3,5,5.21429,2.422635396858934,Long_Games,15.833333333333334
1992,BaseGame,5 to under 12,2,6,5.75676,1.4742355095429256,Median_Games,22.166666666666668
2014,BaseGame,5 to under 12,2,4,6.18889,1.1778294246073666,Median_Games,4.333333333333333
2014,PremiumGame,5 to under 12,1,4,6.52933,1.0,Long_Games,174.5
1980,BaseGame,5 to under 12,2,2,5.20545,2.149062610042961,Average_Games,69.83333333333333
2014,BaseGame,5 to under 12,2,4,5.95,1.0,Median_Games,4.166666666666667
2011,BaseGame,5 to under 12,3,10,8.30127,1.0,Mini_Games,5.0
2014,BaseGame,5 to under 12,2,4,5.9,1.711317698429467,Short_Games,10.666666666666666
1983,PremiumGame,12 to under 18,2,6,5.24686,1.3880238044932742,Average_Games,115.5
2009,BaseGame,12 to under 18,1,6,7.31249,1.961719839425312,Long_Games,3401.0
2005,BaseGame,under 5,2,5,6.85,1.0,Median_Games,3.8333333333333335
2010,BaseGame,5 to under 12,2,4,6.9327,1.955565884921473,Average_Games,583.0
2012,BaseGame,under 5,1,4,6.47143,1.0,Very_Short_Games,4.166666666666667
2001,PremiumGame,5 to under 12,2,8,5.7511,2.2194119304176354,Very_Long_Games,155.5
2013,BaseGame,5 to under 12,2,6,6.23226,1.284527079371787,Short_Games,12.833333333333334
1982,BaseGame,5 to under 12,2,4,3.71923,1.711317698429467,Short_Games,45.0
1999,PremiumGame,under 5,2,6,5.0,1.0,Median_Games,1.0
2013,PremiumGame,12 to under 18,2,6,7.10943,1.948399887316008,Median_Games,92.0
2005,BaseGame,5 to under 12,2,5,5.4262,1.7508669624621451,Median_Games,148.83333333333334
2014,PremiumGame,12 to under 18,1,6,6.32,1.3556588492147337,Short_Games,8.166666666666666
1985,BaseGame,5 to under 12,2,6,5.4,1.711317698429467,Average_Games,5.666666666666667
2012,BaseGame,12 to under 18,2,2,8.025,1.0,Median_Games,4.333333333333333
2013,BaseGame,5 to under 12,3,4,5.52381,1.711317698429467,Median_Games,18.666666666666668
2013,BaseGame,12 to under 18,1,4,8.16667,1.711317698429467,Average_Games,4.5
1999,BaseGame,5 to under 12,2,2,6.0,1.711317698429467,Median_Games,0.5
2009,PremiumGame,under 5,2,4,7.26589,2.422635396858934,Average_Games,84.5
2012,BaseGame,5 to under 12,2,4,6.95327,1.4940418339319672,Median_Games,4205.666666666667
2009,PremiumGame,12 to under 18,2,7,4.0,2.422635396858934,Average_Games,1.1666666666666667
1986,BaseGame,5 to under 12,2,8,5.40887,1.9958447778012536,Long_Games,100.16666666666667
2002,BaseGame,5 to under 12,2,6,3.60545,1.1778294246073666,Median_Games,52.333333333333336
2015,BaseGame,5 to under 12,2,5,8.0,1.711317698429467,Median_Games,1.1666666666666667
2006,BaseGame,under 5,2,5,7.3875,1.948399887316008,Average_Games,3.3333333333333335
2007,BaseGame,5 to under 12,2,5,6.62379,1.6821093034720755,Average_Games,506.5
1991,BaseGame,5 to under 12,2,4,6.3055,1.5853405169378123,Median_Games,896.0
2000,BaseGame,5 to under 12,2,2,6.55392,1.6542855130643002,Median_Games,587.1666666666666
2014,BaseGame,12 to under 18,1,2,6.69621,2.422635396858934,Median_Games,43.333333333333336
2007,BaseGame,5 to under 12,2,4,6.92143,1.1778294246073666,Median_Games,14.0
2010,BaseGame,5 to under 12,3,4,6.20114,1.7609676737798434,Median_Games,240.16666666666666
2013,BaseGame,5 to under 12,2,4,7.13725,1.803759419677442,Long_Games,1556.0
2008,BaseGame,12 to under 18,4,10,4.91935,1.0,Median_Games,27.166666666666668
2006,PremiumGame,5 to under 12,2,8,6.85189,1.3182435382773434,Median_Games,155.5
1983,BaseGame,12 to under 18,2,8,7.5,2.0669765476442,Very_Long_Games,2.0
2013,BaseGame,12 to under 18,2,4,7.36668,1.90280442284668,Median_Games,513.1666666666666
2010,BaseGame,12 to under 18,2,6,5.625,1.0,Median_Games,4.333333333333333
1995,BaseGame,5 to under 12,2,2,6.5625,1.0,Median_Games,12.5
2013,BaseGame,5 to under 12,2,4,7.20637,1.0343404465103176,Median_Games,585.1666666666666
2011,BaseGame,under 5,2,4,5.50263,1.0,Short_Games,12.666666666666666
1986,BaseGame,5 to under 12,2,4,7.41818,2.422635396858934,Long_Games,10.0
2000,BaseGame,5 to under 12,2,2,4.06205,1.1976040566237058,Average_Games,119.33333333333333
2000,BaseGame,12 to under 18,4,10,5.50192,1.2122783294598212,Median_Games,497.1666666666667
2000,BaseGame,12 to under 18,2,2,6.11111,1.0,Average_Games,10.166666666666666
1981,PremiumGame,12 to under 18,2,6,5.0,1.711317698429467,Very_Long_Games,6.166666666666667
2013,PremiumGame,12 to under 18,1,4,7.66695,2.0906634270019016,Long_Games,742.5
2013,BaseGame,5 to under 12,2,99,5.96909,1.237082188886541,Median_Games,182.5
1983,BaseGame,5 to under 12,3,6,5.77431,1.4742355095429256,Median_Games,66.33333333333333
2007,BaseGame,under 5,2,2,7.3125,1.711317698429467,Median_Games,3.5
2002,BaseGame,5 to under 12,2,2,8.0,2.422635396858934,Average_Games,1.1666666666666667
2013,PremiumGame,12 to under 18,3,7,8.29234,2.8467230086625817,Very_Long_Games,831.6666666666666
2012,BaseGame,5 to under 12,2,4,4.5,1.0,Median_Games,1.3333333333333333
2017,BaseGame,under 5,2,7,4.0,1.0,Short_Games,1.0
2006,BaseGame,5 to under 12,3,5,5.75714,1.7436826537080077,Median_Games,78.5
2005,BaseGame,5 to under 12,2,8,5.0,1.711317698429467,Long_Games,0.6666666666666666
2008,BaseGame,5 to under 12,2,6,6.33283,1.6961666314529191,Average_Games,206.83333333333334
2012,BaseGame,12 to under 18,1,6,7.21256,2.2037629410521866,Long_Games,395.8333333333333
2015,PremiumGame,12 to under 18,1,2,8.52115,2.778294246073667,Average_Games,143.16666666666666
1982,BaseGame,12 to under 18,2,2,6.18421,2.6597175857454745,Very_Short_Games,19.0
2004,BaseGame,5 to under 12,2,6,8.2,1.1016472991055708,Median_Games,2.1666666666666665
2011,BaseGame,5 to under 12,2,4,6.0,1.0,Short_Games,5.0
1986,BaseGame,under 5,2,2,6.0,1.711317698429467,Median_Games,0.3333333333333333
2003,BaseGame,5 to under 12,3,4,5.63293,1.1882857947742798,Median_Games,153.83333333333334
2014,PremiumGame,12 to under 18,2,4,8.0,1.0,Long_Games,8.666666666666666
2000,BaseGame,12 to under 18,2,2,7.88889,1.711317698429467,Long_Games,5.833333333333333
2004,BaseGame,12 to under 18,2,2,7.71087,2.975898302697373,Very_Long_Games,39.833333333333336
2005,BaseGame,5 to under 12,2,4,4.51167,1.0,Median_Games,19.5
1984,PremiumGame,12 to under 18,2,2,6.91864,1.4267906190576802,Long_Games,46.5
2015,BaseGame,12 to under 18,1,3,7.79125,1.0,Long_Games,73.5
2006,BaseGame,5 to under 12,3,5,6.30093,1.4433100922600182,Median_Games,662.0
2015,BaseGame,5 to under 12,2,6,7.11667,1.2964060849355588,Median_Games,27.333333333333332
2008,BaseGame,under 5,2,8,7.49038,2.2092400873300937,Very_Long_Games,22.666666666666668
2005,BaseGame,12 to under 18,3,6,8.06875,2.778294246073667,Very_Long_Games,10.166666666666666
1987,BaseGame,12 to under 18,2,6,5.89589,1.9247130079583068,Average_Games,59.666666666666664
2013,PremiumGame,12 to under 18,2,5,7.85,2.422635396858934,Median_Games,14.666666666666666
1994,BaseGame,12 to under 18,2,2,7.34851,2.263084724276357,Long_Games,583.1666666666666
2012,BaseGame,5 to under 12,2,4,7.07194,1.1576829354179872,Median_Games,485.8333333333333
2006,PremiumGame,12 to under 18,2,4,8.04348,2.28037185717304,Average_Games,24.166666666666668
2012,PremiumGame,12 to under 18,2,4,7.61375,2.422635396858934,Average_Games,47.5
2005,BaseGame,5 to under 12,2,2,6.33378,1.875489823226988,Median_Games,50.5
2000,BaseGame,12 to under 18,2,7,6.34681,1.8002324107331504,Average_Games,159.16666666666666
1998,BaseGame,5 to under 12,2,5,6.89706,2.1855532079723927,Long_Games,78.66666666666667
2006,PremiumGame,12 to under 18,2,6,6.53854,1.875489823226988,Long_Games,204.0
1987,BaseGame,5 to under 12,2,6,5.25,1.0,Median_Games,11.833333333333334
2009,PremiumGame,12 to under 18,2,2,7.15583,1.8891471230368333,Median_Games,89.83333333333333
1988,BaseGame,5 to under 12,2,4,4.7,1.0,Median_Games,16.666666666666668
2014,BaseGame,12 to under 18,2,2,6.5,2.422635396858934,Median_Games,14.833333333333334
1999,BaseGame,5 to under 12,3,7,6.63405,1.421726882174801,Average_Games,1283.8333333333333
2014,BaseGame,18 to under 21,2,2,7.77197,2.0274272836115217,Median_Games,65.16666666666667
2011,BaseGame,5 to under 12,2,2,6.44583,1.4742355095429256,Median_Games,28.666666666666668
2014,BaseGame,5 to under 12,3,6,5.90506,1.5532629058384393,Average_Games,97.16666666666667
2011,BaseGame,5 to under 12,1,1,6.43942,1.5334882738221003,Median_Games,50.166666666666664
2011,BaseGame,5 to under 12,1,4,7.0,2.422635396858934,Very_Long_Games,2.1666666666666665
2001,BaseGame,12 to under 18,2,2,6.48065,2.541212057187126,Very_Long_Games,38.666666666666664
2013,BaseGame,under 5,3,6,7.13704,2.9916895556025063,Long_Games,38.666666666666664
1998,BaseGame,under 5,1,2,7.20238,2.422635396858934,Very_Long_Games,40.333333333333336
2010,BaseGame,12 to under 18,2,6,5.77273,1.711317698429467,Average_Games,4.5
2006,BaseGame,5 to under 12,2,4,6.55896,2.101464891893796,Average_Games,739.1666666666666
2008,PremiumGame,12 to under 18,1,5,6.13887,2.051540953588281,Long_Games,588.6666666666666
