Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Rating,Adjusted_Average_Complexity,Play_Time_Category,Engagement_Metrics
2011,PremiumGame,5 to under 12,2,6,7.62642,1.4269962673427703,Median_Games,800.0
2014,BaseGame,5 to under 12,2,2,7.0,1.711317698429467,Median_Games,1.5
2001,BaseGame,5 to under 12,2,2,6.43237,1.260552151559969,Median_Games,263.6666666666667
2000,PremiumGame,12 to under 18,2,5,6.90055,2.4893569969716176,Long_Games,285.5
2004,BaseGame,5 to under 12,1,10,8.0,1.711317698429467,Median_Games,1.0
2013,PremiumGame,5 to under 12,2,4,7.42455,1.8891471230368333,Average_Games,103.33333333333333
2014,BaseGame,12 to under 18,2,8,7.31206,2.0777885766603283,Median_Games,362.8333333333333
2014,PremiumGame,12 to under 18,2,6,7.658,2.422635396858934,Long_Games,213.66666666666666
2012,BaseGame,5 to under 12,2,8,6.415,1.2032234664412989,Median_Games,23.0
2007,BaseGame,under 5,2,6,5.5,1.0,Short_Games,1.5
2012,BaseGame,12 to under 18,3,4,7.54437,2.2643003028382283,Very_Long_Games,1667.5
2009,BaseGame,5 to under 12,2,6,7.0,1.711317698429467,Median_Games,1.8333333333333333
2004,BaseGame,5 to under 12,2,6,9.25,2.70716247623072,Average_Games,1.8333333333333333
2008,BaseGame,under 5,2,2,6.5,1.237082188886541,Median_Games,7.5
2012,BaseGame,12 to under 18,1,5,7.25,1.0,Short_Games,4.666666666666667
2007,BaseGame,under 5,2,4,5.64706,2.422635396858934,Median_Games,11.666666666666666
2012,BaseGame,12 to under 18,2,12,4.98016,1.3556588492147337,Median_Games,49.666666666666664
1998,BaseGame,5 to under 12,3,4,4.78571,1.0,Median_Games,9.333333333333334
2008,PremiumGame,5 to under 12,4,8,7.91429,1.0,Median_Games,21.333333333333332
2006,BaseGame,5 to under 12,2,6,5.26219,1.338729487992112,Median_Games,74.33333333333333
2014,BaseGame,5 to under 12,3,4,6.81062,2.0669765476442,Long_Games,56.666666666666664
2004,BaseGame,5 to under 12,2,2,5.0,2.422635396858934,Median_Games,1.6666666666666667
1992,PremiumGame,12 to under 18,2,2,6.26343,1.395208113247412,Long_Games,61.5
2009,BaseGame,5 to under 12,2,4,5.2,1.0,Median_Games,2.0
2007,BaseGame,12 to under 18,1,2,8.25,3.845270793717867,Average_Games,4.833333333333333
1985,PremiumGame,5 to under 12,2,11,8.0,3.845270793717867,Average_Games,6.0
1998,BaseGame,5 to under 12,2,4,6.38444,1.508094231988168,Median_Games,32.333333333333336
2004,PremiumGame,5 to under 12,2,8,6.94938,1.0790273962955137,Median_Games,202.33333333333334
2011,BaseGame,12 to under 18,1,8,7.0097,2.147026551165575,Long_Games,5298.833333333333
2014,BaseGame,12 to under 18,4,12,6.40525,1.1580547925910274,Short_Games,70.16666666666667
1981,BaseGame,5 to under 12,2,4,5.60714,1.4742355095429256,Average_Games,18.166666666666668
2005,BaseGame,12 to under 18,1,2,7.0,1.711317698429467,Median_Games,2.5
2012,BaseGame,under 5,1,12,6.9,1.711317698429467,Short_Games,2.1666666666666665
2015,PremiumGame,under 5,2,6,7.6,1.0,Median_Games,5.166666666666667
2004,BaseGame,5 to under 12,2,6,5.74885,1.0,Short_Games,67.83333333333333
2017,BaseGame,5 to under 12,2,4,5.86154,1.711317698429467,Very_Short_Games,13.0
2003,BaseGame,5 to under 12,2,4,5.81818,1.711317698429467,Average_Games,3.6666666666666665
2004,BaseGame,5 to under 12,2,4,7.5,1.0,Median_Games,0.8333333333333334
2008,BaseGame,5 to under 12,2,6,6.08125,1.0,Median_Games,11.333333333333334
2010,BaseGame,under 5,1,4,7.71774,2.4522973448834424,Very_Long_Games,173.83333333333334
2007,BaseGame,5 to under 12,3,5,6.35342,1.432455806746954,Median_Games,398.0
2014,BaseGame,5 to under 12,2,5,5.74557,1.9145411648707653,Median_Games,32.333333333333336
2010,BaseGame,5 to under 12,2,4,8.0,1.711317698429467,Median_Games,0.8333333333333334
1997,BaseGame,under 5,2,2,6.0,1.711317698429467,Median_Games,3.6666666666666665
2011,BaseGame,12 to under 18,3,5,7.32648,2.7364103105852524,Long_Games,818.0
2006,BaseGame,21 and over,2,5,9.5,1.0,Short_Games,1.6666666666666667
2014,BaseGame,5 to under 12,2,5,6.00714,1.3556588492147337,Median_Games,26.833333333333332
2007,PremiumGame,5 to under 12,2,2,7.26508,1.7658468906261002,Median_Games,643.8333333333334
2012,BaseGame,under 5,2,4,8.0,2.422635396858934,Median_Games,0.5
2008,PremiumGame,12 to under 18,2,2,7.24681,1.656617367420241,Average_Games,183.5
1987,BaseGame,12 to under 18,2,2,6.0,1.711317698429467,Average_Games,1.5
2007,BaseGame,under 5,1,3,5.5,1.711317698429467,Median_Games,8.166666666666666
2006,BaseGame,under 5,2,4,3.0,1.0,Short_Games,3.5
2009,PremiumGame,5 to under 12,2,5,6.36645,1.609670399323896,Median_Games,148.33333333333334
1998,BaseGame,under 5,2,4,3.5,1.0,Short_Games,2.8333333333333335
1997,BaseGame,under 5,2,6,4.92857,1.4742355095429256,Average_Games,12.0
2007,BaseGame,5 to under 12,2,4,6.1175,1.1778294246073666,Median_Games,21.666666666666668
2011,PremiumGame,5 to under 12,2,6,6.79,1.4267906190576802,Short_Games,11.5
1992,BaseGame,5 to under 12,2,2,5.45169,1.6520649341502922,Median_Games,21.833333333333332
2002,BaseGame,under 5,2,2,5.0,1.711317698429467,Median_Games,1.0
1998,BaseGame,5 to under 12,3,6,5.96181,1.5532629058384393,Median_Games,45.0
1993,BaseGame,5 to under 12,3,6,4.65629,1.0,Average_Games,31.166666666666668
2015,BaseGame,5 to under 12,2,2,5.19091,1.0,Median_Games,9.166666666666666
2011,BaseGame,12 to under 18,2,5,5.6899,1.711317698429467,Average_Games,60.0
2011,BaseGame,5 to under 12,3,5,5.85,1.0,Median_Games,10.166666666666666
1982,BaseGame,12 to under 18,1,6,5.67083,2.0669765476442,Median_Games,23.666666666666668
2008,BaseGame,5 to under 12,2,5,7.0,1.0,Short_Games,0.8333333333333334
1999,BaseGame,12 to under 18,2,4,6.17968,2.0518980209873936,Long_Games,358.1666666666667
2012,PremiumGame,5 to under 12,1,4,6.75924,2.168623846749771,Long_Games,322.5
2006,BaseGame,12 to under 18,2,2,7.40698,2.3040587365307417,Long_Games,44.0
2015,BaseGame,5 to under 12,2,4,5.84595,1.5334882738221003,Median_Games,21.666666666666668
2013,BaseGame,5 to under 12,2,2,4.91667,1.0,Short_Games,11.333333333333334
2004,BaseGame,5 to under 12,2,8,7.16304,1.3048707655468696,Median_Games,30.5
1989,BaseGame,12 to under 18,2,8,6.2,2.422635396858934,Median_Games,5.0
2005,BaseGame,12 to under 18,2,5,6.42808,1.6276667370941615,Median_Games,48.5
2012,BaseGame,5 to under 12,2,8,6.0,2.0669765476442,Median_Games,7.166666666666667
2014,BaseGame,12 to under 18,1,4,6.99173,2.6597175857454745,Median_Games,109.5
2009,BaseGame,5 to under 12,2,2,5.80541,1.9958447778012536,Median_Games,19.166666666666668
2014,BaseGame,12 to under 18,3,20,7.32482,1.0592527642791747,Median_Games,135.5
1999,BaseGame,under 5,2,4,6.21111,2.422635396858934,Median_Games,24.666666666666668
1987,BaseGame,5 to under 12,1,10,4.64286,1.3556588492147337,Very_Short_Games,4.5
2000,BaseGame,5 to under 12,2,8,3.44444,1.0,Average_Games,3.6666666666666665
1989,BaseGame,5 to under 12,2,6,1.5,1.711317698429467,Average_Games,1.0
1989,BaseGame,12 to under 18,2,6,6.22889,2.778294246073667,Long_Games,87.33333333333333
2013,BaseGame,12 to under 18,2,2,7.93947,2.0669765476442,Average_Games,61.833333333333336
2014,PremiumGame,5 to under 12,2,7,7.04615,1.7705704627086414,Median_Games,359.3333333333333
1992,BaseGame,5 to under 12,2,4,4.94286,1.711317698429467,Median_Games,6.333333333333333
1994,BaseGame,12 to under 18,2,2,6.35769,2.1262293119233746,Long_Games,83.16666666666667
1987,BaseGame,5 to under 12,2,6,3.1,1.0,Average_Games,0.5
2012,PremiumGame,5 to under 12,2,6,6.40046,1.4890309176702583,Median_Games,252.0
2008,BaseGame,under 5,2,4,5.44043,1.609670399323896,Median_Games,26.833333333333332
2007,BaseGame,5 to under 12,3,10,5.12296,1.0,Short_Games,30.5
2000,BaseGame,5 to under 12,2,6,4.92,1.0,Median_Games,9.833333333333334
2012,PremiumGame,12 to under 18,2,6,7.01205,1.3556588492147337,Median_Games,71.66666666666667
2011,BaseGame,5 to under 12,3,5,6.90483,1.632290302133953,Median_Games,21.833333333333332
2004,BaseGame,under 5,2,6,5.0,1.0,Short_Games,1.1666666666666667
1994,BaseGame,5 to under 12,2,4,4.55556,1.3556588492147337,Median_Games,11.333333333333334
2007,BaseGame,5 to under 12,2,4,4.0,1.0,Median_Games,0.3333333333333333
2006,BaseGame,under 5,2,2,5.59615,1.632290302133953,Short_Games,32.5
1993,BaseGame,under 5,3,12,5.86735,2.138108317487147,Median_Games,25.5
1988,BaseGame,under 5,2,12,6.0,1.0,Median_Games,1.5
2015,PremiumGame,12 to under 18,2,5,7.4,1.3556588492147337,Median_Games,28.833333333333332
1999,BaseGame,12 to under 18,2,2,7.16667,1.711317698429467,Long_Games,24.333333333333332
2014,BaseGame,5 to under 12,2,4,7.07246,1.4571617719557717,Short_Games,1393.5
2005,BaseGame,5 to under 12,2,5,6.12,2.2037629410521866,Average_Games,56.333333333333336
2015,BaseGame,12 to under 18,2,5,7.5,3.1339530952884007,Long_Games,52.5
2014,PremiumGame,12 to under 18,3,6,8.15476,2.580690189449961,Long_Games,515.5
2000,BaseGame,5 to under 12,2,6,5.43684,1.237082188886541,Median_Games,21.5
2010,BaseGame,5 to under 12,2,4,5.14286,1.0,Short_Games,3.1666666666666665
2005,BaseGame,12 to under 18,3,6,6.40869,2.475265159518276,Long_Games,426.1666666666667
2011,BaseGame,12 to under 18,2,4,5.25,1.0,Short_Games,3.0
2012,BaseGame,12 to under 18,2,2,6.31941,1.978061835340517,Average_Games,77.66666666666667
2015,PremiumGame,12 to under 18,1,5,7.59942,1.5690541587435731,Median_Games,99.5
2003,BaseGame,12 to under 18,2,6,6.0,1.0,Long_Games,4.5
1983,BaseGame,5 to under 12,2,10,5.75,1.0,Short_Games,1.8333333333333333
1994,BaseGame,12 to under 18,2,2,5.96667,1.8535812381153605,Mini_Games,17.333333333333332
2010,BaseGame,5 to under 12,2,4,6.57636,1.2032234664412989,Median_Games,145.0
2015,BaseGame,5 to under 12,2,2,7.575,1.0,Short_Games,7.0
2004,BaseGame,under 5,2,4,6.0,1.0,Median_Games,7.333333333333333
2001,BaseGame,5 to under 12,2,6,6.12903,1.4064469328825973,Average_Games,35.0
2009,BaseGame,5 to under 12,1,4,6.28073,1.0,Median_Games,33.5
2012,PremiumGame,12 to under 18,2,5,7.53571,2.422635396858934,Median_Games,68.33333333333333
1995,BaseGame,under 5,2,2,7.16667,2.422635396858934,Very_Long_Games,7.333333333333333
1981,BaseGame,5 to under 12,2,2,6.37654,2.0669765476442,Average_Games,80.5
2008,BaseGame,under 5,1,2,7.0,1.711317698429467,Average_Games,2.0
2015,BaseGame,5 to under 12,2,5,7.27662,1.3161095851820548,Median_Games,113.5
1991,BaseGame,5 to under 12,1,4,4.5,1.0,Average_Games,3.3333333333333335
2014,PremiumGame,5 to under 12,2,6,6.72222,1.711317698429467,Average_Games,53.0
2009,PremiumGame,12 to under 18,2,2,5.0,2.422635396858934,Average_Games,1.0
2001,BaseGame,5 to under 12,2,4,5.16667,2.422635396858934,Median_Games,7.0
2005,BaseGame,5 to under 12,3,5,6.60903,1.759094302415663,Median_Games,381.0
1984,BaseGame,12 to under 18,2,6,5.66667,1.711317698429467,Average_Games,1.5
2005,BaseGame,5 to under 12,2,6,4.26354,1.0646587787872386,Median_Games,16.5
2001,BaseGame,5 to under 12,2,7,3.73625,1.0,Short_Games,26.166666666666668
2009,BaseGame,5 to under 12,3,6,4.97561,1.711317698429467,Median_Games,15.5
2013,BaseGame,5 to under 12,1,6,6.34784,1.1939763363617155,Median_Games,125.66666666666667
2004,BaseGame,12 to under 18,2,4,4.6,1.0,Median_Games,7.333333333333333
2007,BaseGame,under 5,2,8,5.20312,1.0,Very_Short_Games,19.0
2012,BaseGame,under 5,2,2,7.14286,2.0669765476442,Long_Games,9.833333333333334
2005,BaseGame,5 to under 12,2,6,6.73642,1.840682442425523,Average_Games,370.8333333333333
2012,BaseGame,12 to under 18,2,4,7.37565,2.765525741249384,Long_Games,1475.6666666666667
2001,BaseGame,12 to under 18,1,12,4.0,2.422635396858934,Average_Games,4.166666666666667
2008,BaseGame,under 5,2,2,6.33333,1.711317698429467,Median_Games,5.0
2004,BaseGame,12 to under 18,2,5,5.42308,1.8891471230368333,Median_Games,23.333333333333332
2004,BaseGame,5 to under 12,3,8,6.14001,1.0866258187196285,Median_Games,629.8333333333334
2006,BaseGame,5 to under 12,4,30,6.36011,1.050788083667864,Median_Games,130.33333333333334
2005,BaseGame,12 to under 18,2,2,4.5,1.711317698429467,Median_Games,4.333333333333333
2014,BaseGame,5 to under 12,2,4,5.77397,1.0,Very_Short_Games,73.0
2011,BaseGame,5 to under 12,1,2,6.25,1.0,Very_Long_Games,4.5
2005,PremiumGame,12 to under 18,2,10,7.4375,1.0,Median_Games,8.0
2007,BaseGame,5 to under 12,2,6,5.56667,1.0,Median_Games,5.166666666666667
2010,BaseGame,5 to under 12,2,4,6.66667,1.0,Median_Games,1.3333333333333333
1997,BaseGame,5 to under 12,3,4,5.5,1.711317698429467,Average_Games,12.333333333333334
2014,BaseGame,5 to under 12,2,5,5.88851,1.4742355095429256,Median_Games,42.833333333333336
2012,PremiumGame,5 to under 12,3,6,6.32667,1.0,Average_Games,13.166666666666666
2010,PremiumGame,5 to under 12,2,6,6.54167,1.3556588492147337,Median_Games,37.166666666666664
2009,BaseGame,5 to under 12,3,5,6.54627,2.034611592365659,Long_Games,89.33333333333333
2011,BaseGame,5 to under 12,2,5,3.97571,1.0,Median_Games,5.0
2013,BaseGame,5 to under 12,2,4,7.775,1.711317698429467,Median_Games,6.0
2011,BaseGame,5 to under 12,2,2,7.15625,3.1339530952884007,Short_Games,6.833333333333333
2010,BaseGame,12 to under 18,3,6,6.45,1.237082188886541,Median_Games,27.166666666666668
2011,PremiumGame,12 to under 18,1,4,7.14286,1.711317698429467,Median_Games,26.166666666666668
2008,BaseGame,under 5,2,2,6.41379,1.5334882738221003,Median_Games,20.333333333333332
2006,BaseGame,5 to under 12,3,5,6.26369,1.4492682583280512,Median_Games,39.166666666666664
1997,BaseGame,5 to under 12,2,4,4.25789,1.1778294246073666,Median_Games,24.666666666666668
2014,BaseGame,5 to under 12,3,6,6.35714,1.711317698429467,Short_Games,5.666666666666667
1989,BaseGame,under 5,1,7,4.41667,1.8891471230368333,Long_Games,9.0
1995,BaseGame,5 to under 12,2,4,5.83333,1.0,Median_Games,7.833333333333333
2009,BaseGame,5 to under 12,2,6,5.91636,2.896870906401859,Median_Games,13.166666666666666
2014,BaseGame,5 to under 12,2,4,7.5,1.237082188886541,Very_Short_Games,3.0
1987,BaseGame,5 to under 12,3,6,4.6,1.0,Median_Games,5.666666666666667
2014,BaseGame,5 to under 12,3,6,7.0,1.0,Short_Games,0.8333333333333334
2011,BaseGame,5 to under 12,2,3,6.32452,1.8535812381153605,Median_Games,54.833333333333336
1981,BaseGame,5 to under 12,2,6,4.33333,1.3556588492147337,Median_Games,8.0
2002,BaseGame,5 to under 12,2,8,5.0,1.3556588492147337,Long_Games,6.5
2004,BaseGame,12 to under 18,2,2,5.56545,2.0669765476442,Median_Games,17.0
2011,BaseGame,5 to under 12,2,4,6.08919,1.1778294246073666,Median_Games,33.0
2011,BaseGame,5 to under 12,2,5,5.62,1.711317698429467,Average_Games,7.166666666666667
2013,PremiumGame,5 to under 12,2,2,7.88724,2.080135925065145,Median_Games,530.1666666666666
2011,BaseGame,12 to under 18,2,4,5.8496,1.392433974223537,Median_Games,262.1666666666667
1994,BaseGame,12 to under 18,3,6,5.57407,1.711317698429467,Average_Games,39.333333333333336
2001,BaseGame,12 to under 18,2,10,6.85714,1.3556588492147337,Average_Games,5.166666666666667
2014,PremiumGame,12 to under 18,2,6,5.875,2.0669765476442,Short_Games,6.666666666666667
2014,BaseGame,12 to under 18,3,3,7.23765,1.9247130079583068,Median_Games,139.0
2008,BaseGame,5 to under 12,2,8,6.64286,1.237082188886541,Median_Games,7.833333333333333
1989,BaseGame,5 to under 12,2,4,5.55519,1.9247130079583068,Long_Games,55.5
2011,BaseGame,5 to under 12,3,7,6.17033,1.0,Median_Games,109.33333333333333
1990,BaseGame,5 to under 12,2,5,2.0,1.0,Long_Games,4.166666666666667
2014,BaseGame,5 to under 12,3,6,6.67571,1.711317698429467,Median_Games,24.166666666666668
2014,PremiumGame,12 to under 18,2,4,7.7375,2.896870906401859,Long_Games,43.166666666666664
1984,BaseGame,12 to under 18,1,1,6.5,1.948399887316008,Median_Games,23.0
2007,PremiumGame,12 to under 18,2,2,7.79167,2.422635396858934,Average_Games,22.0
1993,PremiumGame,12 to under 18,2,10,6.66667,3.1339530952884007,Long_Games,1.8333333333333333
2004,BaseGame,5 to under 12,2,4,5.11692,1.5334882738221003,Median_Games,25.166666666666668
2005,BaseGame,5 to under 12,3,5,5.32806,1.0889147123036833,Median_Games,81.5
2011,BaseGame,12 to under 18,1,4,8.15901,3.894716529333052,Very_Long_Games,6872.833333333333
2015,BaseGame,12 to under 18,2,4,7.62892,2.458201281780407,Long_Games,80.83333333333333
2015,BaseGame,5 to under 12,3,8,8.12,1.0,Median_Games,23.5
2012,BaseGame,5 to under 12,2,6,4.4,1.0,Median_Games,2.1666666666666665
2012,PremiumGame,12 to under 18,2,2,7.38421,2.1855532079723927,Average_Games,66.66666666666667
2012,BaseGame,5 to under 12,2,4,5.7494,1.711317698429467,Median_Games,76.33333333333333
1992,PremiumGame,under 5,2,6,6.14286,3.1339530952884007,Long_Games,9.833333333333334
2015,PremiumGame,12 to under 18,1,6,7.63192,1.6605296147616029,Average_Games,254.83333333333334
2007,PremiumGame,12 to under 18,2,4,7.16912,2.28037185717304,Long_Games,20.333333333333332
2014,PremiumGame,12 to under 18,2,4,7.91429,2.896870906401859,Long_Games,42.666666666666664
2001,BaseGame,under 5,4,12,5.05556,1.711317698429467,Median_Games,6.166666666666667
2014,BaseGame,5 to under 12,3,10,8.0,1.0,Short_Games,2.5
2009,BaseGame,5 to under 12,2,6,5.37396,1.5690541587435731,Average_Games,117.66666666666667
2010,BaseGame,5 to under 12,2,6,6.5,1.0,Short_Games,2.3333333333333335
2013,BaseGame,12 to under 18,2,6,6.67651,1.6544122825551093,Median_Games,152.16666666666666
2007,PremiumGame,5 to under 12,2,4,7.33333,1.5334882738221003,Median_Games,4.0
2002,BaseGame,5 to under 12,1,4,6.85511,1.601917036411015,Long_Games,57.5
1984,BaseGame,5 to under 12,2,8,4.575,1.3556588492147337,Median_Games,6.0
2011,PremiumGame,12 to under 18,2,6,7.67447,2.3040587365307417,Long_Games,68.0
1988,BaseGame,5 to under 12,2,2,6.33333,1.0,Very_Short_Games,1.0
2007,BaseGame,5 to under 12,2,4,6.20507,1.9587139939432352,Median_Games,76.16666666666667
2010,BaseGame,5 to under 12,2,4,6.77435,1.5021191633213604,Median_Games,95.83333333333333
1996,BaseGame,12 to under 18,2,2,6.08929,2.155891259947884,Long_Games,55.0
2014,BaseGame,12 to under 18,2,4,6.79167,1.711317698429467,Median_Games,13.833333333333334
2007,BaseGame,under 5,2,2,5.875,2.778294246073667,Median_Games,5.166666666666667
2002,BaseGame,under 5,2,6,6.0,2.422635396858934,Long_Games,1.3333333333333333
2005,PremiumGame,5 to under 12,2,2,6.48125,1.0,Short_Games,26.166666666666668
2004,BaseGame,12 to under 18,3,5,5.59343,2.3308754137615324,Long_Games,190.0
2010,BaseGame,5 to under 12,2,7,6.28553,1.1770068314670046,Median_Games,408.1666666666667
2009,BaseGame,5 to under 12,3,5,5.82843,1.978061835340517,Average_Games,53.333333333333336
2011,PremiumGame,5 to under 12,2,2,7.5,1.0,Average_Games,15.666666666666666
2007,BaseGame,5 to under 12,2,8,5.6875,1.0,Median_Games,4.333333333333333
2005,BaseGame,5 to under 12,2,5,6.99839,2.289637298401296,Long_Games,1477.0
1981,BaseGame,12 to under 18,2,2,6.17391,1.9958447778012536,Long_Games,34.333333333333336
2000,BaseGame,12 to under 18,2,6,7.67797,2.056164518628072,Average_Games,144.33333333333334
2000,BaseGame,under 5,3,6,5.75,1.711317698429467,Long_Games,2.3333333333333335
1992,BaseGame,12 to under 18,2,5,6.24823,2.0669765476442,Long_Games,173.66666666666666
2001,PremiumGame,5 to under 12,2,3,7.07143,2.28037185717304,Mini_Games,48.833333333333336
2014,BaseGame,12 to under 18,2,2,10.0,1.711317698429467,Median_Games,0.8333333333333334
2012,BaseGame,5 to under 12,2,4,5.40867,1.711317698429467,Average_Games,65.66666666666667
1998,BaseGame,5 to under 12,3,5,6.59648,1.2013831959997183,Short_Games,721.6666666666666
2012,BaseGame,5 to under 12,2,4,6.30909,1.0,Short_Games,7.333333333333333
2009,BaseGame,5 to under 12,3,4,7.05,1.4742355095429256,Median_Games,9.666666666666666
2009,BaseGame,5 to under 12,2,8,6.0,1.4742355095429256,Long_Games,3.1666666666666665
2001,BaseGame,5 to under 12,2,5,5.26316,1.3556588492147337,Average_Games,18.5
2013,PremiumGame,12 to under 18,4,30,6.76471,1.0,Median_Games,53.666666666666664
2013,BaseGame,5 to under 12,3,5,5.21429,1.0,Short_Games,11.333333333333334
1987,BaseGame,5 to under 12,2,4,5.41667,1.0,Median_Games,14.166666666666666
2013,BaseGame,5 to under 12,2,5,8.57143,2.422635396858934,Median_Games,4.833333333333333
1994,BaseGame,12 to under 18,2,4,7.01758,2.3185696175787025,Very_Long_Games,181.16666666666666
1986,BaseGame,12 to under 18,2,4,6.78571,1.711317698429467,Average_Games,6.0
2008,BaseGame,5 to under 12,2,5,7.06591,1.8268187900556376,Median_Games,996.3333333333334
1995,BaseGame,5 to under 12,2,4,5.16353,1.1422635396858931,Median_Games,65.5
2011,BaseGame,5 to under 12,2,4,6.88106,1.4639214029156982,Median_Games,127.66666666666667
1984,BaseGame,12 to under 18,2,6,4.84333,1.1778294246073666,Average_Games,12.0
1986,BaseGame,under 5,2,6,4.0,1.0,Long_Games,3.3333333333333335
2011,BaseGame,5 to under 12,2,4,6.06892,1.237082188886541,Short_Games,181.33333333333334
2007,BaseGame,12 to under 18,2,5,6.0,1.711317698429467,Long_Games,5.833333333333333
2006,BaseGame,5 to under 12,2,6,4.82143,1.4267906190576802,Average_Games,21.333333333333332
2013,BaseGame,12 to under 18,2,4,6.25554,1.44030565532784,Median_Games,297.0
1998,BaseGame,under 5,2,6,6.33333,1.3556588492147337,Median_Games,2.0
1987,BaseGame,5 to under 12,2,2,5.66667,1.711317698429467,Median_Games,2.3333333333333335
2005,BaseGame,5 to under 12,3,5,6.38765,2.455000352137474,Long_Games,81.66666666666667
1993,BaseGame,12 to under 18,2,2,5.44087,2.422635396858934,Very_Long_Games,39.166666666666664
2005,BaseGame,12 to under 18,1,1,7.3265,1.7508669624621451,Average_Games,68.5
1990,BaseGame,12 to under 18,2,3,6.07692,1.948399887316008,Long_Games,11.5
2014,PremiumGame,12 to under 18,2,2,7.0,2.422635396858934,Long_Games,14.5
2014,BaseGame,5 to under 12,4,7,6.67647,1.3556588492147337,Median_Games,33.166666666666664
2007,BaseGame,under 5,2,2,5.375,2.422635396858934,Median_Games,2.6666666666666665
2008,PremiumGame,under 5,3,10,6.375,1.0,Median_Games,5.833333333333333
2006,BaseGame,5 to under 12,3,6,6.4575,1.2982660750757096,Median_Games,384.8333333333333
2011,PremiumGame,12 to under 18,2,2,7.3,2.6597175857454745,Median_Games,42.333333333333336
2003,BaseGame,12 to under 18,3,10,7.02524,1.323293893936193,Median_Games,60.666666666666664
2012,BaseGame,12 to under 18,3,10,7.71667,1.711317698429467,Average_Games,5.5
1998,BaseGame,5 to under 12,2,4,4.77037,1.0,Median_Games,17.666666666666668
2008,BaseGame,under 5,2,4,3.5,1.0,Median_Games,8.833333333333334
1987,BaseGame,12 to under 18,4,6,6.4,1.711317698429467,Long_Games,2.6666666666666665
2012,BaseGame,12 to under 18,1,2,7.56132,1.8061363476301149,Median_Games,552.0
2011,BaseGame,12 to under 18,2,2,6.25215,1.844689766884992,Median_Games,245.5
2002,BaseGame,under 5,2,2,7.74655,2.5242826959645046,Median_Games,22.666666666666668
1992,BaseGame,5 to under 12,1,6,5.19444,1.1016472991055708,Median_Games,11.166666666666666
2008,BaseGame,5 to under 12,2,4,5.16094,1.14065779280231,Short_Games,687.1666666666666
2006,BaseGame,5 to under 12,2,5,6.26339,2.050047186421579,Average_Games,178.33333333333334
1995,BaseGame,under 5,2,2,4.37097,1.3556588492147337,Average_Games,18.333333333333332
2010,BaseGame,12 to under 18,1,4,6.38333,1.0,Median_Games,2.6666666666666665
2009,BaseGame,5 to under 12,2,2,5.0,1.0,Short_Games,1.8333333333333333
2013,PremiumGame,12 to under 18,1,5,6.75,1.0,Median_Games,2.1666666666666665
2015,PremiumGame,under 5,2,4,6.82308,1.711317698429467,Median_Games,60.166666666666664
2012,PremiumGame,12 to under 18,2,2,6.1875,1.0,Short_Games,18.833333333333332
2004,BaseGame,5 to under 12,3,5,5.96552,1.0,Median_Games,15.5
2014,BaseGame,5 to under 12,4,6,5.875,1.0,Median_Games,8.0
2011,PremiumGame,12 to under 18,2,5,7.57797,2.580690189449961,Long_Games,462.8333333333333
2015,BaseGame,5 to under 12,2,5,7.42019,1.6520649341502922,Median_Games,121.16666666666667
1993,BaseGame,12 to under 18,3,6,6.21818,1.711317698429467,Average_Games,28.0
2012,BaseGame,5 to under 12,1,5,6.335,1.0,Very_Short_Games,21.666666666666668
2013,PremiumGame,5 to under 12,2,4,7.02612,1.948399887316008,Average_Games,86.5
2011,BaseGame,under 5,1,1,6.66667,1.26674413691105,Median_Games,23.666666666666668
2014,BaseGame,5 to under 12,1,5,6.7619,1.711317698429467,Median_Games,12.833333333333334
2008,PremiumGame,under 5,2,4,7.78125,3.371035284174942,Very_Long_Games,22.333333333333332
1993,BaseGame,12 to under 18,2,8,6.35263,1.3556588492147337,Median_Games,13.333333333333334
2011,PremiumGame,5 to under 12,2,6,6.66944,1.711317698429467,Long_Games,74.83333333333333
2008,BaseGame,under 5,2,6,6.03143,1.5927410381012743,Median_Games,44.833333333333336
2010,BaseGame,5 to under 12,2,6,5.79333,1.711317698429467,Median_Games,17.666666666666668
2005,BaseGame,12 to under 18,2,6,5.81667,2.422635396858934,Long_Games,16.0
2009,BaseGame,5 to under 12,2,2,7.0,1.711317698429467,Median_Games,11.833333333333334
2010,BaseGame,12 to under 18,4,8,5.96471,1.711317698429467,Median_Games,11.166666666666666
2008,PremiumGame,12 to under 18,1,2,8.03833,2.3040587365307417,Long_Games,70.5
2007,PremiumGame,5 to under 12,2,4,7.39381,1.948399887316008,Average_Games,93.5
2002,BaseGame,12 to under 18,2,2,6.24203,1.7924670751461371,Average_Games,1033.0
1995,BaseGame,5 to under 12,2,6,4.13333,1.0,Long_Games,7.333333333333333
2009,BaseGame,5 to under 12,2,4,6.4,1.0,Median_Games,4.833333333333333
2012,PremiumGame,12 to under 18,2,8,8.0,2.422635396858934,Long_Games,4.5
1987,BaseGame,12 to under 18,2,2,3.65,1.711317698429467,Median_Games,4.833333333333333
2011,PremiumGame,12 to under 18,2,2,7.30769,1.711317698429467,Average_Games,13.666666666666666
2010,BaseGame,12 to under 18,2,2,7.16267,1.4445735615184168,Median_Games,24.0
1993,BaseGame,5 to under 12,2,16,4.35,1.0,Long_Games,9.5
