Game_ID,Game_Name,Released_Year,Game_Type,Age_Category,Min_Players,Max_Players,Average_Complexity,Complexity_Raters,Average_Play_Time,Owner_Number,Trader_Number,HighInterest_Number,Interest_Number,Rater_Number,Comment_Number,Average_Rating,Adjusted_Average_Complexity,Play_Time_Category
49888,Call of Cthulhu: The Card Game  Curse of the Jade Emperor Asylum Pack,2011,PremiumGame,12 to under 18,2,4,2.6667,3,30,210,1,10,21,26,8,7.36538,2.1855532079723927,Median_Games
24179,Das Schneemann Spiel,1986,BaseGame,under 5,2,4,1.0,2,20,34,4,3,1,14,8,4.57143,1.0,Median_Games
10106,Risk: The Lord of the Rings Trilogy Edition,2003,BaseGame,5 to under 12,2,4,2.3287,216,180,4537,397,51,208,2313,851,6.47544,1.9943291781111347,Very_Long_Games
44051,bOOLeO N-Edition,2009,BaseGame,5 to under 12,2,2,2.0,1,5,28,0,1,6,6,6,6.91667,1.711317698429467,Very_Short_Games
7641,Animal Upon Animal,2005,BaseGame,under 5,2,4,1.0492,264,15,4306,44,238,762,3038,1117,6.91481,1.0645538418198464,Short_Games
49808,Storm the Keep,2010,BaseGame,12 to under 18,1,1,1.0,1,5,2,0,0,0,1,0,6.0,1.0,Very_Short_Games
70088,Last Front: The Strategy Card Game,2015,BaseGame,5 to under 12,3,6,2.0,1,30,0,0,2,5,2,2,7.5,1.711317698429467,Median_Games
71312,Zlatohrad,2017,BaseGame,5 to under 12,2,4,2.0,1,30,9,1,0,0,4,3,4.25,1.711317698429467,Median_Games
9155,Tide of Iron,2007,BaseGame,12 to under 18,2,4,3.4542,546,120,5120,343,175,969,3249,1079,7.29309,2.964659483062188,Long_Games
14238,Banana Matcho,2012,BaseGame,5 to under 12,2,6,1.0769,13,25,80,5,2,14,84,14,6.18929,1.054700331009226,Median_Games
28494,Happy Dog,2005,BaseGame,5 to under 12,2,5,2.0,3,20,41,4,2,5,26,9,5.57692,1.711317698429467,Median_Games
15270,Priceless,1996,BaseGame,12 to under 18,2,4,2.4,10,45,188,22,0,2,97,39,5.96289,1.9958447778012536,Median_Games
44784,The Game of Great Detectives,2010,BaseGame,5 to under 12,2,4,2.1667,6,45,52,1,2,20,19,15,6.42105,1.8298943587576588,Median_Games
15160,Pillage & Plunder,2000,BaseGame,under 5,2,6,2.2857,7,90,96,13,15,34,59,31,6.16568,1.9145411648707653,Long_Games
56920,Cards Against Humanity: Holiday Expansion,2012,PremiumGame,12 to under 18,4,30,1.1786,28,30,2136,22,32,83,533,86,7.00394,1.1270413409395028,Median_Games
33314,Runebound: The Cataclysm,2008,PremiumGame,12 to under 18,2,6,2.0667,15,120,947,28,55,94,201,70,7.37289,1.758762588914712,Long_Games
13199,Ouro de Tolo,2011,BaseGame,5 to under 12,3,6,1.1667,12,40,99,3,1,10,70,18,6.78157,1.118576660328192,Median_Games
17527,Blockbusters,1982,BaseGame,5 to under 12,3,6,1.2,5,30,65,0,1,3,36,18,5.08056,1.1422635396858931,Median_Games
54735,Mafioso: The Underworld Strategy Card Game,2012,BaseGame,12 to under 18,2,5,2.0,1,60,13,0,0,1,5,3,6.8,1.711317698429467,Average_Games
56026,Ticket to Ride Map Collection: Volume 3  The Heart of Africa,2012,PremiumGame,5 to under 12,2,5,2.0541,74,60,3368,17,218,598,1266,308,7.53701,1.7642664976406788,Average_Games
22411,Tobrouk 1941-1942,2000,BaseGame,12 to under 18,2,2,2.6,5,120,149,10,1,1,19,19,5.07895,2.138108317487147,Long_Games
19418,The Hamsters,1986,BaseGame,5 to under 12,2,6,1.0,3,30,30,1,2,3,19,11,4.10526,1.0,Median_Games
65818,Shadowrun: Crossfire  Oni Promo Card,2014,PremiumGame,12 to under 18,2,4,2.0,1,30,103,5,19,23,22,10,6.84091,1.711317698429467,Median_Games
28991,Beyond Boardwalk and Park Place,1986,PremiumGame,5 to under 12,2,8,2.0,1,90,8,0,2,6,6,5,5.16667,1.711317698429467,Long_Games
18185,Solo Dungeon Bash,2007,BaseGame,5 to under 12,1,1,1.125,8,20,56,0,0,15,49,34,4.70612,1.0889147123036833,Median_Games
7582,Scoville,2014,BaseGame,12 to under 18,2,6,2.7938,97,90,2347,41,314,831,1315,337,7.32846,2.295637720966265,Long_Games
39401,Turism,1984,BaseGame,under 5,2,6,1.3333,3,90,4,0,0,0,4,2,4.25,1.237082188886541,Long_Games
33647,Battle of Honey Springs,2007,BaseGame,12 to under 18,1,2,1.8,5,60,75,0,0,6,18,24,5.91667,1.5690541587435731,Average_Games
32167,Yoko-Yoko,2006,BaseGame,5 to under 12,2,6,1.0,1,15,3,0,0,0,2,2,8.0,1.0,Short_Games
33100,Yotta Know Birds,1982,BaseGame,5 to under 12,2,4,2.0,1,10,3,0,0,0,5,0,5.0,1.711317698429467,Short_Games
8040,Merchants of the Middle Ages,1999,BaseGame,5 to under 12,2,4,3.034,147,120,1997,162,147,359,1154,430,6.84468,2.4895556025072185,Long_Games
15665,African Park,2009,BaseGame,5 to under 12,2,4,1.5714,7,20,93,6,8,22,58,18,6.04914,1.4064469328825973,Median_Games
24189,Toronto in a box,1997,BaseGame,5 to under 12,2,6,1.0,1,180,11,2,0,1,7,4,4.0,1.0,Very_Long_Games
34355,"Warhammer 40,000 Compendium",1989,PremiumGame,under 5,2,2,3.6,5,120,163,6,4,3,49,14,6.33878,2.849426015916614,Long_Games
32305,Dead Walk Again,2004,BaseGame,12 to under 18,2,6,2.0,3,60,27,0,1,15,9,11,7.77778,1.711317698429467,Average_Games
8146,XenoShyft: Onslaught,2015,BaseGame,12 to under 18,1,4,2.6667,45,45,1395,53,157,528,608,204,7.23247,2.1855532079723927,Median_Games
8127,Star Wars Miniatures,2004,BaseGame,12 to under 18,2,2,2.3193,166,60,2144,105,65,89,1304,468,6.81523,1.971109937319529,Average_Games
9139,XCOM: The Board Game,2015,BaseGame,12 to under 18,1,4,2.7989,174,90,3594,85,326,1551,2126,457,7.42382,2.319013310796535,Long_Games
49148,Herding Cats,2012,BaseGame,5 to under 12,2,6,1.0,1,15,38,2,1,5,16,6,5.0,1.0,Short_Games
43298,Unocitta,2009,BaseGame,5 to under 12,2,5,2.0,1,20,2,0,0,0,3,3,7.0,1.711317698429467,Median_Games
12223,Gobb'it,2012,BaseGame,5 to under 12,3,8,1.4167,12,15,246,3,2,15,128,14,6.72422,1.2964060849355588,Short_Games
22907,American Idol Collectible Card Game,2004,BaseGame,5 to under 12,2,6,1.5,2,15,33,4,0,1,11,11,4.36364,1.3556588492147337,Short_Games
13524,Einfach Genial: Das Kartenspiel,2008,BaseGame,5 to under 12,2,4,1.1818,22,30,366,21,4,12,205,61,5.94415,1.1293175575744772,Median_Games
49810,Kwak!,2011,BaseGame,5 to under 12,2,4,2.0,1,25,16,0,0,3,13,0,6.61538,1.711317698429467,Median_Games
30131,Freibier,2004,BaseGame,12 to under 18,2,6,1.0,1,20,12,2,0,0,8,3,4.75,1.0,Median_Games
11797,Liftoff!,1989,BaseGame,12 to under 18,1,4,2.925,40,180,297,9,39,81,162,82,6.82037,2.369286569476724,Very_Long_Games
62185,DC Comics Deck-Building Game: Crisis Expansion (Pack 1),2014,PremiumGame,12 to under 18,1,5,2.5,28,120,1228,17,44,107,400,93,7.02835,2.0669765476442,Long_Games
13669,I'm the Boss!: The Card Game,2012,BaseGame,5 to under 12,3,6,1.7143,7,45,328,25,14,48,125,41,6.12056,1.508094231988168,Median_Games
22150,Challenger II,1988,BaseGame,12 to under 18,2,2,4.3333,3,120,48,2,2,1,18,10,6.13889,3.371035284174942,Long_Games
12597,Voll in Fahrt,2010,BaseGame,5 to under 12,2,4,1.1875,16,45,184,5,7,25,133,47,6.48797,1.133372068455525,Median_Games
50185,Hellapoliisi korttipeli,2011,BaseGame,5 to under 12,2,12,1.0,2,20,5,0,0,0,9,4,4.5,1.0,Median_Games
10170,Fische Fluppen Frikadellen,2002,BaseGame,5 to under 12,2,5,2.5122,82,90,1078,39,76,209,874,351,6.63659,2.093347418832312,Long_Games
36561,Race for the Galaxy: The Gathering Storm,2008,PremiumGame,12 to under 18,1,5,2.9674,582,60,15165,235,234,902,7351,2057,8.09792,2.5875343334037613,Average_Games
15504,Tell Tale,2010,BaseGame,5 to under 12,3,12,1.2,5,20,256,9,5,24,83,31,5.96048,1.1422635396858931,Median_Games
9296,Rallyman,2009,BaseGame,5 to under 12,1,4,2.1813,182,45,2145,62,244,603,1635,472,7.26722,1.8863666455384176,Median_Games
40023,Flying Circus Deluxe: Bombers and Campaigns,2008,PremiumGame,under 5,2,2,1.6667,6,60,101,2,9,12,23,13,7.01087,1.4742355095429256,Average_Games
26890,Alesia,1985,BaseGame,12 to under 18,2,2,2.0,1,180,53,6,5,7,14,5,5.92857,1.711317698429467,Very_Long_Games
50483,The Lord of the Rings: The Card Game  The Massing at Osgiliath,2011,PremiumGame,12 to under 18,1,2,2.8333,24,60,1991,31,64,127,339,121,7.89631,2.3040587365307417,Average_Games
32132,For Bloody Honor: The Russian Civil War,2006,BaseGame,12 to under 18,1,2,2.0,3,120,186,10,11,19,25,31,6.44,1.711317698429467,Long_Games
12905,Yomi: Round 1,2014,BaseGame,5 to under 12,1,4,2.0,1,30,163,3,10,24,41,13,7.96341,1.711317698429467,Median_Games
17880,Schotten Rennen,2012,BaseGame,5 to under 12,2,4,1.3333,3,20,63,4,0,7,36,12,4.84722,1.237082188886541,Median_Games
27657,Shin Sangoku Musou 4 Trading Card Game,2005,BaseGame,5 to under 12,2,2,3.0,1,30,3,0,0,2,2,1,7.25,2.422635396858934,Median_Games
28621,Hexes Chess,2003,BaseGame,5 to under 12,2,2,3.0,1,45,13,2,2,4,8,5,7.5625,2.422635396858934,Median_Games
44395,Metal Mania Alias,2009,BaseGame,5 to under 12,4,9,1.0,4,45,20,0,0,1,17,1,5.64706,1.0,Median_Games
22205,Millennium Wars: Iraq,2003,BaseGame,12 to under 18,2,2,2.5,2,60,55,5,5,7,11,8,6.13636,2.0669765476442,Average_Games
14237,Ninja Burger,2003,BaseGame,12 to under 18,3,6,1.595,121,60,1552,112,20,61,1046,341,5.6885,1.4457004014367207,Average_Games
56400,Komm mit in Millys Lernzoo,2012,BaseGame,under 5,1,4,1.0,1,10,5,0,0,0,2,3,7.0,1.0,Short_Games
8097,Qin,2012,BaseGame,5 to under 12,2,4,2.0303,99,30,1202,23,87,286,1144,317,6.81135,1.7471695189802097,Median_Games
13331,Drakon (fourth edition),2015,BaseGame,5 to under 12,2,6,1.6,5,40,185,3,20,123,80,23,6.69187,1.4267906190576802,Median_Games
26561,Fanhunter Freak Trivia,2000,BaseGame,under 5,2,5,3.25,4,60,20,0,1,2,13,4,6.30769,2.6004648214663,Average_Games
10044,Senji,2008,BaseGame,under 5,3,6,2.9783,138,90,1619,104,105,452,1205,390,6.60566,2.449150644411578,Long_Games
23694,Redline Korea,1995,BaseGame,under 5,2,2,3.0,3,120,112,15,2,1,17,17,5.60588,2.422635396858934,Long_Games
7453,Mr. Jack in New York,2009,BaseGame,12 to under 18,2,2,2.5556,126,30,2804,77,235,811,1954,453,7.39132,2.142522712867104,Median_Games
13827,SmileyFace,2010,BaseGame,5 to under 12,4,8,1.2069,29,30,897,71,12,84,303,109,5.81785,1.1471716318050569,Median_Games
7358,Thunderstone: Dragonspire,2011,BaseGame,12 to under 18,1,5,2.6847,111,45,3721,179,109,503,2271,445,7.47643,2.2172645960983166,Median_Games
27419,DareBase,2005,BaseGame,5 to under 12,2,2,2.0,4,15,17,3,1,5,9,9,5.77778,1.711317698429467,Short_Games
20303,Space Master: Star Strike,1988,BaseGame,12 to under 18,2,2,3.0,4,120,98,5,3,6,24,14,5.60417,2.422635396858934,Long_Games
16758,Die Brcke am Rio D'Oro,2011,BaseGame,5 to under 12,2,4,1.4615,13,30,99,4,6,18,103,38,5.58845,1.328273117825199,Median_Games
15022,Lunch Money,1996,BaseGame,12 to under 18,2,4,1.5156,192,20,3338,223,20,110,2169,782,5.66686,1.39877737868864,Median_Games
11929,Flight Leader,1986,BaseGame,12 to under 18,2,8,3.527,74,90,1294,123,14,39,471,210,6.09592,2.822339601380379,Long_Games
9318,Meuterer,2000,BaseGame,12 to under 18,3,4,2.3254,338,60,4681,142,160,500,2768,939,6.98864,2.0246665258116767,Average_Games
19648,Gogol,2002,BaseGame,5 to under 12,2,2,2.0,1,20,9,0,1,3,5,6,6.3,1.711317698429467,Median_Games
18650,Ripley's Believe It or Not!,1984,BaseGame,5 to under 12,2,6,1.25,8,45,158,17,0,1,67,30,4.27612,1.1778294246073666,Median_Games
15706,The South Shall Rise Again,2014,BaseGame,12 to under 18,1,4,2.0,2,30,80,7,9,29,30,12,6.31667,1.711317698429467,Median_Games
14210,Prairie Railroads,1999,BaseGame,12 to under 18,3,5,3.0,6,120,98,3,20,17,36,21,7.0625,2.422635396858934,Long_Games
9537,A Castle for All Seasons,2008,BaseGame,5 to under 12,2,4,2.8022,268,60,2721,140,140,456,2466,757,6.78511,2.36087752658638,Average_Games
15101,Gaud,2002,BaseGame,5 to under 12,2,6,2.0,5,30,92,2,11,20,63,25,6.15317,1.711317698429467,Median_Games
7269,King of New York,2014,BaseGame,5 to under 12,2,6,1.7992,244,40,7481,109,472,1980,4224,756,7.44591,1.6191703641101485,Median_Games
16023,Crossbows and Cannon II,1993,BaseGame,12 to under 18,2,2,2.3333,9,180,135,3,6,9,33,14,6.09242,1.948399887316008,Very_Long_Games
21291,Zzzinity,1994,BaseGame,5 to under 12,2,8,3.0,2,60,22,4,0,0,6,8,5.83333,2.422635396858934,Average_Games
16321,Prime Wars,2013,BaseGame,under 5,2,4,1.1667,6,20,72,5,1,3,34,11,6.01471,1.118576660328192,Median_Games
33182,Knights and Knaves,1994,BaseGame,12 to under 18,2,2,3.0,1,120,9,0,0,0,4,3,7.0,2.422635396858934,Long_Games
17519,Redakai,2011,BaseGame,5 to under 12,2,2,1.7273,11,20,199,13,2,4,88,40,5.54318,1.5173413620677514,Median_Games
14086,Party Playoff,2008,BaseGame,under 5,4,13,1.0,7,30,262,27,6,10,133,40,6.05789,1.0,Median_Games
12001,The World Cup Card Game 2010,2010,BaseGame,5 to under 12,2,8,1.6,35,75,329,25,16,21,227,101,6.34009,1.4267906190576802,Long_Games
8953,Arcadia Quest,2014,BaseGame,12 to under 18,2,4,2.5086,116,60,3150,20,395,1374,1490,374,8.11252,2.090761321219804,Average_Games
18376,Rorschach,2008,BaseGame,5 to under 12,3,8,1.0588,17,20,213,17,3,20,143,56,5.16949,1.0418254806676526,Median_Games
21686,Travel Buff,1987,BaseGame,12 to under 18,2,6,1.5,2,30,73,10,0,0,25,12,5.024,1.3556588492147337,Median_Games
29955,Torpedo,2005,BaseGame,under 5,2,5,1.5,2,10,12,0,0,2,8,6,5.875,1.3556588492147337,Short_Games
17980,Confusion,2000,BaseGame,5 to under 12,2,5,1.3684,19,20,645,45,3,13,290,67,5.395,1.2620494401014155,Median_Games
23523,Strawberry Shortcake in Big Apple City,1981,BaseGame,under 5,2,4,1.0,1,20,23,1,1,2,6,7,4.75,1.0,Median_Games
46479,Cauldron: Battle for Gazala,2010,BaseGame,12 to under 18,1,2,3.0,1,60,88,3,3,4,21,13,6.29048,2.422635396858934,Average_Games
31935,Eynsteyn,1997,BaseGame,5 to under 12,2,2,2.0,1,20,19,1,2,3,12,5,7.56667,1.711317698429467,Median_Games
15997,Whack a Catgirl,2007,BaseGame,12 to under 18,2,5,1.2143,14,30,258,6,10,28,131,55,5.71657,1.1524353827734346,Median_Games
45882,Bar Trek...the pub crawl game!!,1988,BaseGame,18 to under 21,2,8,3.0,1,30,2,0,1,1,1,0,7.0,2.422635396858934,Median_Games
24965,Intersect 90,1995,BaseGame,5 to under 12,1,6,2.0,1,30,10,0,0,0,3,4,6.33333,1.711317698429467,Median_Games
12868,Box of Golf: A Classic Golf Board Game,2003,BaseGame,5 to under 12,1,4,1.3043,23,90,176,23,17,53,127,78,6.37007,1.216453975632087,Long_Games
38069,En Pointe Toujours V: Afrique contemporaine,2008,BaseGame,under 5,2,2,2.4,5,45,108,2,1,4,13,8,6.46154,1.9958447778012536,Median_Games
58623,Stack and Attack,2013,BaseGame,5 to under 12,2,4,2.0,6,30,75,14,3,21,29,15,6.85172,1.711317698429467,Median_Games
9312,GIPF,1997,BaseGame,5 to under 12,2,2,2.7784,194,30,2996,98,164,441,2008,690,7.11305,2.3237101204310164,Median_Games
17002,Der Herr der Ringe: Die Rckkehr des Knigs,2003,BaseGame,5 to under 12,3,4,2.5,2,60,72,2,8,15,35,6,5.52229,2.0669765476442,Average_Games
67142,Synergo,2014,BaseGame,5 to under 12,2,5,2.0,1,30,2,0,0,0,1,0,9.0,1.711317698429467,Median_Games
16997,Boarding Party,1982,BaseGame,12 to under 18,1,2,1.8,5,60,129,7,17,28,51,32,5.67647,1.5690541587435731,Average_Games
12217,Colors of Kasane,2014,BaseGame,5 to under 12,3,4,1.6667,12,25,145,2,61,194,87,40,7.16575,1.4742355095429256,Median_Games
15100,Elfengold,1991,BaseGame,5 to under 12,2,6,2.2222,9,60,231,15,8,11,99,48,6.05455,1.8693724910204943,Average_Games
65866,Star Wars: The Card Game  Chain of Command,2015,PremiumGame,5 to under 12,2,2,3.0,1,60,156,1,18,42,16,8,8.8125,2.422635396858934,Average_Games
41905,Il tait une fois... la vie,2007,BaseGame,5 to under 12,2,4,5.0,1,30,11,0,0,0,13,0,6.6,3.845270793717867,Median_Games
30544,"Warhammer 40,000 Cities of Death",2006,PremiumGame,5 to under 12,2,2,2.75,4,120,137,4,2,7,51,11,6.64706,2.2448059722515668,Long_Games
21629,Bird in the Hand,1984,BaseGame,5 to under 12,2,4,1.0,1,30,15,2,1,0,4,5,4.75,1.0,Median_Games
43791,Grid Lions,2009,BaseGame,12 to under 18,2,2,2.0,1,60,3,0,0,0,1,0,7.0,1.711317698429467,Average_Games
21669,"Car Wars Expansion Set #9, Muskogee Fairground & Family Emporium",1986,PremiumGame,5 to under 12,2,8,3.0,2,90,120,3,2,3,39,16,6.20128,2.422635396858934,Long_Games
63508,Warmachine: High Command  Faith & Fortune,2014,BaseGame,12 to under 18,2,4,2.0,2,45,86,4,6,21,21,2,7.24429,1.711317698429467,Median_Games
33211,African Rails,2007,BaseGame,5 to under 12,2,6,2.0,1,180,17,0,1,8,8,9,7.1875,1.711317698429467,Very_Long_Games
7163,Legendary: A Marvel Deck Building Game,2012,BaseGame,12 to under 18,1,5,2.4503,513,45,11033,189,566,2350,7443,1525,7.6399,2.169678850623283,Median_Games
18270,Zombie Mosh!,2009,BaseGame,5 to under 12,2,6,1.2,5,15,84,10,3,8,40,15,4.609,1.1422635396858931,Short_Games
47349,Afluentes,2011,BaseGame,12 to under 18,2,4,2.2857,7,20,60,5,2,4,24,5,6.75833,1.9145411648707653,Median_Games
24725,Space Trader,1985,BaseGame,5 to under 12,2,6,3.0,1,120,14,2,2,1,5,1,7.0,2.422635396858934,Long_Games
38067,Monopoly: Chronicles of Narnia Collector's,2008,BaseGame,5 to under 12,2,6,2.0,1,60,8,2,1,3,5,4,4.492,1.711317698429467,Average_Games
47155,Cedar Creek 1864,2010,BaseGame,5 to under 12,2,2,1.6,5,120,85,2,1,1,9,10,6.94444,1.4267906190576802,Long_Games
64482,Summoner's Grimoire,2014,BaseGame,under 5,2,6,1.0,1,10,23,1,0,2,4,4,4.75,1.0,Short_Games
12939,Start Player Express,2014,BaseGame,5 to under 12,2,99,1.0,11,1,257,8,5,19,75,33,6.82933,1.0,Mini_Games
12283,iKNOW,2012,BaseGame,12 to under 18,2,6,1.7895,19,60,215,6,1,19,178,28,6.47669,1.561585322910064,Average_Games
36256,Dungeons & Dragons Fantastic Locations: The Frostfell Rift,2006,PremiumGame,under 5,2,2,1.0,1,60,76,2,1,4,20,6,7.58,1.0,Average_Games
35472,Rumbling Spell Orchestra,2006,BaseGame,under 5,2,2,1.0,1,10,3,1,1,3,2,2,6.5,1.0,Short_Games
56774,Mice and Mystics: Tattered Threads of Reason,2012,PremiumGame,5 to under 12,1,4,2.625,8,120,1400,47,34,80,189,69,7.4664,2.155891259947884,Long_Games
19102,Space Empires,1981,BaseGame,12 to under 18,2,6,2.2,5,120,62,1,17,34,19,15,6.89474,1.8535812381153605,Long_Games
26303,Knock-Out,2003,BaseGame,under 5,2,4,1.0,1,20,11,1,0,1,6,4,5.5,1.0,Median_Games
14739,Schloss Schlotterstein,2003,BaseGame,5 to under 12,1,6,1.125,16,20,275,15,25,60,107,54,5.96963,1.0889147123036833,Median_Games
56688,Talisman 4th Edition (Revised): Mephisto #48 Promo Characters,2010,PremiumGame,5 to under 12,2,6,3.0,2,90,31,8,8,26,8,2,6.625,2.422635396858934,Long_Games
16015,Ruckus,2005,BaseGame,5 to under 12,2,4,1.0,10,20,294,29,0,9,124,50,5.70109,1.0,Median_Games
14578,Guild,2011,BaseGame,12 to under 18,2,4,3.0,4,90,40,0,15,32,31,13,7.09677,2.422635396858934,Long_Games
15004,Napoleon and the Archduke Charles: The Battle of Eckmuhl,1987,BaseGame,12 to under 18,2,2,3.0,5,90,342,28,3,6,64,42,6.18437,2.422635396858934,Long_Games
8713,Article 27: The UN Security Council Game,2012,BaseGame,5 to under 12,3,6,2.0976,41,30,729,46,102,326,583,188,6.667,1.7807423057961826,Median_Games
65794,Dead Things: The Zombie Boardgame (Third Edition),2014,BaseGame,5 to under 12,1,4,2.0,1,30,2,0,0,1,1,0,6.0,1.711317698429467,Median_Games
16716,Die Schlangen von Delhi,1994,BaseGame,5 to under 12,2,4,1.6667,3,30,119,12,0,0,60,25,5.63833,1.4742355095429256,Median_Games
61979,Space Station,2013,BaseGame,under 5,2,4,1.0,1,20,7,0,0,3,2,1,7.0,1.0,Median_Games
12018,"Case Yellow, 1940: The German Blitzkrieg in the West",2011,BaseGame,under 5,1,2,3.1765,34,180,538,20,22,75,118,76,7.0328,2.5481829706317347,Very_Long_Games
30725,Forino,2006,BaseGame,under 5,2,4,1.0,2,10,6,0,0,1,1,0,4.0,1.0,Short_Games
19293,Drachenfels,1986,BaseGame,5 to under 12,2,4,2.0,1,90,68,5,4,12,26,13,5.05577,1.711317698429467,Long_Games
19920,Battle of Seattle,2000,BaseGame,12 to under 18,2,2,2.6,5,90,62,1,5,17,19,20,5.73684,2.138108317487147,Long_Games
47898,Witte Gij't?,2010,BaseGame,5 to under 12,2,4,2.5,2,30,15,1,0,0,6,4,5.21667,2.0669765476442,Median_Games
51039,Power Grid: Supply Contract,2011,PremiumGame,12 to under 18,2,6,3.1333,15,120,1636,66,50,121,192,118,7.24375,2.517454046059582,Long_Games
13115,SEEKRIEG 5,2004,BaseGame,12 to under 18,2,10,4.2727,11,120,65,1,7,28,35,13,8.39714,3.3279294316501167,Long_Games
26915,Empires of Arcana,2005,BaseGame,12 to under 18,1,6,3.0,3,120,19,3,33,94,16,17,7.8125,2.422635396858934,Long_Games
17059,Take a Chance,2009,BaseGame,5 to under 12,2,5,1.25,4,30,80,9,0,1,31,9,5.53065,1.1778294246073666,Median_Games
38689,The Moment of Truth,2008,BaseGame,under 5,3,6,1.0,1,30,72,11,0,0,10,5,2.7,1.0,Median_Games
29771,A Backfull of Bullets,2005,BaseGame,12 to under 18,8,10,3.0,1,120,2,0,0,0,2,0,7.5,2.422635396858934,Long_Games
23773,Iron Dragon Extensions,2004,PremiumGame,5 to under 12,2,6,3.0,3,4,55,0,42,63,15,10,6.58333,2.422635396858934,Very_Short_Games
26738,Economy Class,2001,BaseGame,5 to under 12,2,3,1.0,2,45,10,0,0,1,2,3,3.75,1.0,Median_Games
16554,The Willow Game,1988,BaseGame,5 to under 12,2,6,2.1,20,120,541,62,13,25,172,93,5.66919,1.7824494682724137,Long_Games
39844,World of Warcraft: The Adventure Game  Dongon Swiftblade Character Pack,2008,PremiumGame,12 to under 18,2,4,2.0,6,90,544,18,3,23,83,26,6.85904,1.711317698429467,Long_Games
29355,The Hustings,1994,BaseGame,5 to under 12,2,8,1.5,2,60,5,0,1,0,4,3,4.5,1.3556588492147337,Average_Games
68891,Dicenstein,2015,BaseGame,12 to under 18,2,4,2.0,1,90,2,0,0,1,2,1,9.5,1.711317698429467,Long_Games
41760,Thricewise,2009,BaseGame,under 5,2,5,1.5,2,20,17,0,0,1,17,14,6.96471,1.3556588492147337,Median_Games
13673,Cortes: Conquest of the Aztec Empire,1993,BaseGame,12 to under 18,2,2,2.4706,17,180,410,16,5,21,95,63,6.33147,2.0460638073103743,Very_Long_Games
17339,"Teufel, Teufel!",1992,BaseGame,5 to under 12,2,6,2.2,5,60,96,3,0,1,33,14,5.35848,1.8535812381153605,Average_Games
30531,Dos Trios,2006,BaseGame,under 5,2,6,2.0,3,45,21,1,1,0,12,12,5.47917,1.711317698429467,Median_Games
11088,Quiddler,1998,BaseGame,5 to under 12,1,8,1.4545,198,30,3724,276,10,86,2011,727,6.02381,1.3540249313331925,Median_Games
15302,Stratego Fortress,2007,BaseGame,5 to under 12,2,2,3.0,1,45,99,9,16,22,38,17,6.63421,2.422635396858934,Median_Games
30468,Race for the Gold!,1998,BaseGame,5 to under 12,2,4,1.0,3,30,19,5,0,0,5,4,4.8,1.0,Median_Games
13581,Gold Digger,1990,BaseGame,5 to under 12,2,5,1.2051,78,20,966,88,7,25,593,271,5.74334,1.1543784773575605,Median_Games
9674,Nuns on the Run,2010,BaseGame,5 to under 12,2,8,2.0558,197,45,3496,204,161,770,2758,784,6.63116,1.7944446792027606,Median_Games
62901,The Agents: Break the Rules,2014,PremiumGame,5 to under 12,2,5,2.0,1,30,357,9,9,8,17,17,7.20588,1.711317698429467,Median_Games
64500,Shadows of Brimstone: Outlaw Hero Class,2014,PremiumGame,12 to under 18,1,4,2.6667,3,60,484,4,43,59,45,22,8.20444,2.1855532079723927,Average_Games
8899,Istanbul,2014,BaseGame,5 to under 12,2,5,2.5758,396,60,7096,91,581,1892,5262,996,7.6166,2.229738713993944,Average_Games
31946,Games to Grow On,1999,BaseGame,under 5,2,4,1.0,1,10,9,1,0,0,1,1,3.0,1.0,Short_Games
13850,Great War at Sea: U.S. Navy Plan Gold,2006,BaseGame,12 to under 18,1,2,2.7273,11,30,204,5,11,14,43,28,7.15698,2.2286590604972183,Median_Games
33593,Super Mario Bros. Crystal Maze,2006,BaseGame,5 to under 12,1,9,1.0,1,10,7,0,2,4,4,2,6.45,1.0,Short_Games
28630,Bren-Blues,2005,BaseGame,under 5,2,4,1.0,1,10,23,0,0,1,8,8,5.375,1.0,Short_Games
54988,Pixel Patch: The Real Life RPG,2012,BaseGame,12 to under 18,2,6,3.0,1,15,3,0,2,1,1,0,10.0,2.422635396858934,Short_Games
19376,Push Over,1981,BaseGame,5 to under 12,2,4,2.0,1,20,60,10,0,3,26,17,4.86538,1.711317698429467,Median_Games
24484,A Fistful of Turkeys,1981,BaseGame,12 to under 18,2,2,1.0,1,30,43,5,3,3,9,9,5.0,1.0,Median_Games
43521,Werewolf in Town,2009,BaseGame,12 to under 18,5,30,2.0,1,30,6,0,0,2,7,3,5.71429,1.711317698429467,Median_Games
34968,Zombies!!! 6.66: Fill in the _______!!!,2007,PremiumGame,12 to under 18,3,6,1.5,2,60,298,5,14,52,95,22,5.12537,1.3556588492147337,Average_Games
12630,Monsterpocalypse: Voltron  Defender of the Universe Battle Game,2010,BaseGame,5 to under 12,2,2,2.375,8,90,367,15,18,42,84,34,7.0619,1.978061835340517,Long_Games
23628,18NL,1999,BaseGame,12 to under 18,3,6,3.5,2,180,51,0,15,20,23,9,7.26087,2.778294246073667,Very_Long_Games
10429,Ghosts!,1980,BaseGame,5 to under 12,2,2,1.3214,112,15,1300,49,47,120,1036,353,6.40267,1.2379237974505246,Short_Games
